text_input,palette,palette_lab,palette_lab_reorder
['velavox'],"[(255, 186, 17), (104, 0, 79), (76, 30, 4), (255, 255, 255), (0, 0, 0)]","[[204, 141, 208], [56, 175, 111], [45, 148, 153], [255, 128, 128], [0, 128, 128]]","[[0, 128, 128], [45, 148, 153], [56, 175, 111], [204, 141, 208], [255, 128, 128]]"
['psychedelic'],"[(253, 0, 255), (253, 255, 0), (0, 255, 56), (0, 249, 255), (60, 0, 255)]","[[153, 226, 67], [247, 106, 222], [224, 44, 202], [228, 83, 111], [88, 208, 24]]","[[88, 208, 24], [153, 226, 67], [224, 44, 202], [228, 83, 111], [247, 106, 222]]"
"['beach', 'party']","[(231, 207, 133), (210, 173, 128), (79, 176, 159), (93, 204, 167), (131, 246, 191)]","[[213, 126, 168], [186, 135, 156], [168, 95, 128], [191, 87, 137], [227, 83, 144]]","[[168, 95, 128], [186, 135, 156], [191, 87, 137], [213, 126, 168], [227, 83, 144]]"
"['urban', 'jungle']","[(107, 148, 108), (214, 214, 214), (238, 238, 238), (12, 32, 13), (231, 12, 20)]","[[147, 106, 145], [218, 128, 128], [240, 128, 128], [26, 115, 137], [124, 202, 185]]","[[26, 115, 137], [124, 202, 185], [147, 106, 145], [218, 128, 128], [240, 128, 128]]"
"['natural', 'beauty']","[(183, 242, 173), (183, 227, 176), (182, 139, 104), (90, 59, 59), (214, 211, 211)]","[[230, 97, 155], [219, 104, 148], [156, 140, 153], [72, 142, 134], [216, 129, 128]]","[[72, 142, 134], [156, 140, 153], [216, 129, 128], [219, 104, 148], [230, 97, 155]]"
['blues'],"[(10, 217, 255), (97, 230, 255), (137, 236, 255), (255, 255, 255), (255, 255, 255)]","[[204, 97, 97], [217, 99, 105], [225, 104, 110], [255, 128, 128], [255, 128, 128]]","[[204, 97, 97], [217, 99, 105], [225, 104, 110], [255, 128, 128], [255, 128, 128]]"
['blues'],"[(96, 201, 247), (0, 181, 214), (10, 152, 214), (255, 255, 255), (255, 255, 255)]","[[195, 111, 96], [173, 101, 101], [151, 117, 87], [255, 128, 128], [255, 128, 128]]","[[151, 117, 87], [173, 101, 101], [195, 111, 96], [255, 128, 128], [255, 128, 128]]"
['grays'],"[(123, 123, 123), (164, 164, 164), (197, 197, 197), (255, 255, 255), (255, 255, 255)]","[[132, 128, 128], [172, 128, 128], [203, 128, 128], [255, 128, 128], [255, 128, 128]]","[[132, 128, 128], [172, 128, 128], [203, 128, 128], [255, 128, 128], [255, 128, 128]]"
['green'],"[(118, 191, 67), (88, 172, 65), (59, 153, 64), (29, 134, 62), (0, 115, 61)]","[[180, 84, 182], [161, 82, 174], [143, 82, 166], [125, 83, 158], [107, 87, 150]]","[[107, 87, 150], [125, 83, 158], [143, 82, 166], [161, 82, 174], [180, 84, 182]]"
"['stems', 'and', 'leaves']","[(178, 188, 63), (154, 177, 37), (68, 87, 0), (11, 99, 8), (24, 77, 0)]","[[187, 108, 187], [174, 103, 191], [87, 109, 169], [92, 87, 167], [72, 96, 164]]","[[72, 96, 164], [87, 109, 169], [92, 87, 167], [174, 103, 191], [187, 108, 187]]"
"['cherry', 'mask']","[(245, 63, 63), (222, 44, 44), (255, 222, 222), (249, 204, 204), (255, 248, 248)]","[[141, 196, 171], [125, 194, 173], [232, 139, 132], [219, 144, 134], [250, 130, 129]]","[[125, 194, 173], [141, 196, 171], [219, 144, 134], [232, 139, 132], [250, 130, 129]]"
"['king', 'of', 'the', 'night']","[(44, 18, 91), (31, 9, 72), (25, 5, 61), (19, 2, 50), (10, 1, 27)]","[[36, 159, 89], [22, 156, 93], [15, 153, 97], [9, 147, 101], [4, 135, 116]]","[[4, 135, 116], [9, 147, 101], [15, 153, 97], [22, 156, 93], [36, 159, 89]]"
"['wedding', 'festivities']","[(231, 59, 128), (249, 148, 46), (253, 255, 51), (19, 60, 129), (197, 52, 103)]","[[137, 197, 130], [180, 159, 194], [248, 106, 215], [68, 142, 85], [117, 188, 133]]","[[68, 142, 85], [117, 188, 133], [137, 197, 130], [180, 159, 194], [248, 106, 215]]"
"['soft', 'rose']","[(255, 222, 227), (255, 211, 220), (253, 203, 213), (255, 194, 212), (255, 185, 203)]","[[233, 140, 130], [226, 145, 129], [220, 147, 130], [215, 152, 128], [209, 156, 129]]","[[209, 156, 129], [215, 152, 128], [220, 147, 130], [226, 145, 129], [233, 140, 130]]"
['bunnies'],"[(251, 234, 208), (246, 221, 221), (242, 212, 212), (231, 209, 187), (223, 197, 183)]","[[238, 130, 143], [230, 137, 131], [223, 138, 132], [217, 132, 142], [207, 135, 138]]","[[207, 135, 138], [217, 132, 142], [223, 138, 132], [230, 137, 131], [238, 130, 143]]"
['wasabi'],"[(200, 208, 136), (190, 197, 152), (214, 219, 192), (208, 227, 185), (240, 237, 205)]","[[208, 114, 163], [199, 118, 150], [220, 122, 141], [224, 114, 146], [238, 124, 144]]","[[199, 118, 150], [208, 114, 163], [220, 122, 141], [224, 114, 146], [238, 124, 144]]"
['prune'],"[(193, 180, 197), (150, 134, 161), (130, 105, 156), (96, 68, 124), (50, 39, 77)]","[[191, 136, 121], [148, 139, 116], [124, 148, 104], [87, 152, 101], [48, 143, 106]]","[[48, 143, 106], [87, 152, 101], [124, 148, 104], [148, 139, 116], [191, 136, 121]]"
['hawaii'],"[(253, 236, 182), (233, 255, 183), (202, 251, 172), (153, 251, 169), (145, 223, 190)]","[[239, 126, 156], [247, 109, 160], [239, 99, 161], [232, 83, 158], [212, 97, 137]]","[[212, 97, 137], [232, 83, 158], [239, 99, 161], [239, 126, 156], [247, 109, 160]]"
['seaweed'],"[(224, 245, 251), (190, 242, 230), (143, 211, 231), (92, 160, 180), (61, 127, 137)]","[[243, 122, 123], [234, 109, 128], [206, 112, 111], [159, 112, 111], [126, 110, 116]]","[[126, 110, 116], [159, 112, 111], [206, 112, 111], [234, 109, 128], [243, 122, 123]]"
"['caramel', 'chocolate']","[(255, 233, 192), (244, 214, 167), (161, 128, 114), (101, 68, 68), (77, 52, 52)]","[[238, 129, 151], [222, 132, 155], [144, 139, 140], [83, 142, 134], [63, 139, 133]]","[[63, 139, 133], [83, 142, 134], [144, 139, 140], [222, 132, 155], [238, 129, 151]]"
['greens'],"[(82, 181, 81), (131, 202, 130), (167, 217, 167), (255, 255, 255), (255, 255, 255)]","[[169, 79, 170], [192, 91, 157], [210, 102, 147], [255, 128, 128], [255, 128, 128]]","[[169, 79, 170], [192, 91, 157], [210, 102, 147], [255, 128, 128], [255, 128, 128]]"
"['healthy', 'day']","[(56, 139, 214), (161, 169, 0), (255, 252, 252), (246, 92, 41), (170, 170, 170)]","[[143, 128, 82], [170, 109, 197], [253, 129, 128], [151, 185, 186], [178, 128, 128]]","[[143, 128, 82], [151, 185, 186], [170, 109, 197], [178, 128, 128], [253, 129, 128]]"
['solstice'],"[(161, 39, 39), (223, 193, 69), (124, 120, 77), (97, 148, 141), (255, 175, 94)]","[[93, 177, 159], [200, 125, 192], [127, 123, 152], [147, 109, 126], [198, 150, 180]]","[[93, 177, 159], [127, 123, 152], [147, 109, 126], [198, 150, 180], [200, 125, 192]]"
"['foggy', 'day']","[(147, 176, 178), (137, 111, 89), (209, 225, 80), (102, 199, 182), (202, 225, 216)]","[[178, 119, 124], [124, 135, 144], [219, 104, 194], [189, 95, 128], [224, 119, 130]]","[[124, 135, 144], [178, 119, 124], [189, 95, 128], [219, 104, 194], [224, 119, 130]]"
"['reptile', 'skin']","[(133, 118, 88), (85, 77, 64), (253, 253, 185), (166, 199, 159), (105, 128, 77)]","[[128, 129, 147], [85, 129, 137], [250, 118, 161], [196, 109, 144], [129, 110, 153]]","[[85, 129, 137], [128, 129, 147], [129, 110, 153], [196, 109, 144], [250, 118, 161]]"
"['snake', 'eyes']","[(195, 233, 111), (105, 135, 40), (248, 238, 226), (38, 32, 38), (177, 169, 182)]","[[223, 97, 183], [134, 103, 173], [241, 129, 135], [34, 132, 125], [179, 133, 122]]","[[34, 132, 125], [134, 103, 173], [179, 133, 122], [223, 97, 183], [241, 129, 135]]"
['frostbite'],"[(2, 68, 83), (207, 254, 255), (148, 107, 113), (85, 71, 90), (53, 35, 60)]","[[66, 115, 114], [246, 113, 123], [126, 145, 131], [82, 138, 119], [43, 142, 115]]","[[43, 142, 115], [66, 115, 114], [82, 138, 119], [126, 145, 131], [246, 113, 123]]"
"['witches', 'brew']","[(180, 161, 146), (154, 123, 112), (83, 73, 83), (238, 230, 222), (182, 255, 126)]","[[172, 132, 138], [138, 138, 139], [82, 134, 124], [234, 129, 133], [237, 84, 182]]","[[82, 134, 124], [138, 138, 139], [172, 132, 138], [234, 129, 133], [237, 84, 182]]"
"['glacier', 'core']","[(62, 94, 124), (107, 134, 158), (186, 186, 186), (204, 228, 238), (255, 255, 255)]","[[99, 125, 108], [139, 124, 112], [193, 128, 128], [227, 122, 120], [255, 128, 128]]","[[99, 125, 108], [139, 124, 112], [193, 128, 128], [227, 122, 120], [255, 128, 128]]"
"['easter', 'eggs']","[(94, 61, 61), (148, 128, 128), (187, 216, 231), (179, 250, 191), (255, 243, 205)]","[[75, 143, 134], [141, 136, 131], [216, 122, 117], [236, 95, 149], [245, 126, 148]]","[[75, 143, 134], [141, 136, 131], [216, 122, 117], [236, 95, 149], [245, 126, 148]]"
"['red', 'velvet', 'cake']","[(255, 255, 255), (156, 0, 0), (255, 255, 255), (77, 0, 0), (255, 255, 255)]","[[255, 128, 128], [82, 183, 174], [255, 128, 128], [33, 162, 149], [255, 128, 128]]","[[33, 162, 149], [82, 183, 174], [255, 128, 128], [255, 128, 128], [255, 128, 128]]"
"['pink', 'and', 'gray']","[(255, 102, 153), (255, 119, 170), (161, 161, 161), (77, 77, 77), (204, 204, 204)]","[[164, 191, 131], [172, 185, 126], [169, 128, 128], [84, 128, 128], [209, 128, 128]]","[[84, 128, 128], [164, 191, 131], [169, 128, 128], [172, 185, 126], [209, 128, 128]]"
"['white', 'to', 'cyan']","[(248, 248, 248), (186, 248, 248), (124, 248, 248), (62, 248, 248), (0, 248, 248)]","[[249, 128, 128], [239, 109, 122], [232, 93, 117], [228, 84, 115], [227, 81, 114]]","[[227, 81, 114], [228, 84, 115], [232, 93, 117], [239, 109, 122], [249, 128, 128]]"
"['black', 'to', 'cyan']","[(0, 0, 0), (0, 62, 62), (0, 124, 124), (0, 186, 186), (0, 248, 248)]","[[0, 128, 128], [59, 111, 123], [119, 100, 120], [175, 90, 117], [227, 81, 114]]","[[0, 128, 128], [59, 111, 123], [119, 100, 120], [175, 90, 117], [227, 81, 114]]"
"['white', 'to', 'magenta']","[(248, 248, 248), (248, 186, 248), (248, 124, 248), (248, 62, 248), (248, 0, 248)]","[[249, 128, 128], [211, 160, 106], [179, 192, 87], [158, 215, 73], [150, 224, 68]]","[[150, 224, 68], [158, 215, 73], [179, 192, 87], [211, 160, 106], [249, 128, 128]]"
"['black', 'to', 'magenta']","[(0, 0, 0), (62, 0, 62), (124, 0, 124), (186, 0, 186), (248, 0, 248)]","[[0, 128, 128], [30, 164, 106], [73, 186, 92], [113, 206, 80], [150, 224, 68]]","[[0, 128, 128], [30, 164, 106], [73, 186, 92], [113, 206, 80], [150, 224, 68]]"
"['white', 'to', 'yellow']","[(248, 248, 248), (248, 248, 186), (248, 248, 124), (248, 248, 62), (248, 248, 0)]","[[249, 128, 128], [245, 118, 158], [243, 112, 187], [242, 108, 210], [242, 107, 221]]","[[242, 107, 221], [242, 108, 210], [243, 112, 187], [245, 118, 158], [249, 128, 128]]"
"['black', 'to', 'yellow']","[(0, 0, 0), (62, 62, 0), (124, 124, 0), (186, 186, 0), (248, 248, 0)]","[[0, 128, 128], [64, 120, 162], [128, 115, 183], [187, 111, 203], [242, 107, 221]]","[[0, 128, 128], [64, 120, 162], [128, 115, 183], [187, 111, 203], [242, 107, 221]]"
"['white', 'to', 'blue']","[(248, 248, 248), (186, 186, 248), (124, 124, 248), (62, 62, 248), (0, 0, 248)]","[[249, 128, 128], [198, 141, 97], [147, 161, 66], [102, 187, 37], [80, 206, 22]]","[[80, 206, 22], [102, 187, 37], [147, 161, 66], [198, 141, 97], [249, 128, 128]]"
"['black', 'to', 'blue']","[(0, 0, 0), (0, 0, 62), (0, 0, 124), (0, 0, 186), (0, 0, 248)]","[[0, 128, 128], [8, 150, 91], [31, 174, 65], [56, 190, 43], [80, 206, 22]]","[[0, 128, 128], [8, 150, 91], [31, 174, 65], [56, 190, 43], [80, 206, 22]]"
"['white', 'to', 'green']","[(248, 248, 248), (186, 248, 186), (124, 248, 124), (62, 248, 62), (0, 248, 0)]","[[249, 128, 128], [235, 97, 152], [225, 69, 177], [220, 50, 199], [218, 44, 209]]","[[218, 44, 209], [220, 50, 199], [225, 69, 177], [235, 97, 152], [249, 128, 128]]"
"['black', 'to', 'green']","[(0, 0, 0), (0, 62, 0), (0, 124, 0), (0, 186, 0), (0, 248, 0)]","[[0, 128, 128], [55, 97, 157], [114, 77, 177], [168, 60, 194], [218, 44, 209]]","[[0, 128, 128], [55, 97, 157], [114, 77, 177], [168, 60, 194], [218, 44, 209]]"
"['white', 'to', 'red']","[(248, 248, 248), (248, 186, 186), (248, 124, 124), (248, 62, 62), (248, 0, 0)]","[[249, 128, 128], [207, 150, 137], [169, 175, 150], [142, 197, 172], [132, 206, 194]]","[[132, 206, 194], [142, 197, 172], [169, 175, 150], [207, 150, 137], [249, 128, 128]]"
"['black', 'to', 'red']","[(0, 0, 0), (62, 0, 0), (124, 0, 0), (186, 0, 0), (248, 0, 0)]","[[0, 128, 128], [23, 157, 143], [63, 175, 165], [98, 191, 181], [132, 206, 194]]","[[0, 128, 128], [23, 157, 143], [63, 175, 165], [98, 191, 181], [132, 206, 194]]"
['excellent'],"[(251, 54, 71), (253, 90, 105), (255, 183, 190), (183, 255, 184), (91, 223, 93)]","[[142, 201, 167], [155, 191, 154], [207, 155, 135], [239, 92, 155], [203, 67, 180]]","[[142, 201, 167], [155, 191, 154], [203, 67, 180], [207, 155, 135], [239, 92, 155]]"
"['grass', 'with', 'weeds']","[(96, 68, 71), (163, 136, 132), (240, 225, 242), (123, 139, 119), (82, 99, 80)]","[[82, 141, 131], [151, 138, 134], [232, 136, 122], [143, 118, 137], [102, 117, 137]]","[[82, 141, 131], [102, 117, 137], [143, 118, 137], [151, 138, 134], [232, 136, 122]]"
"['white', 'rat']","[(234, 184, 218), (214, 177, 199), (236, 223, 238), (207, 207, 238), (181, 177, 199)]","[[204, 151, 118], [194, 145, 122], [230, 135, 122], [214, 134, 113], [187, 134, 117]]","[[187, 134, 117], [194, 145, 122], [204, 151, 118], [214, 134, 113], [230, 135, 122]]"
"['pink', 'sea']","[(223, 222, 216), (246, 221, 221), (255, 207, 215), (255, 190, 199), (236, 157, 175)]","[[225, 127, 131], [230, 137, 131], [223, 146, 130], [212, 153, 133], [186, 160, 131]]","[[186, 160, 131], [212, 153, 133], [223, 146, 130], [225, 127, 131], [230, 137, 131]]"
['unsure'],"[(114, 49, 65), (120, 74, 85), (105, 89, 102), (66, 63, 79), (50, 46, 69)]","[[76, 158, 132], [94, 149, 130], [101, 137, 123], [70, 133, 119], [52, 136, 114]]","[[52, 136, 114], [70, 133, 119], [76, 158, 132], [94, 149, 130], [101, 137, 123]]"
"['its', 'bluish', 'green']","[(231, 230, 230), (136, 236, 167), (25, 90, 78), (22, 69, 58), (22, 53, 58)]","[[233, 128, 128], [219, 84, 153], [87, 105, 129], [66, 109, 130], [51, 118, 121]]","[[51, 118, 121], [66, 109, 130], [87, 105, 129], [219, 84, 153], [233, 128, 128]]"
"['antique', 'palace']","[(94, 0, 0), (62, 20, 7), (122, 92, 0), (204, 123, 0), (244, 230, 169)]","[[44, 167, 155], [33, 148, 145], [104, 133, 177], [150, 153, 194], [232, 124, 159]]","[[33, 148, 145], [44, 167, 155], [104, 133, 177], [150, 153, 194], [232, 124, 159]]"
"['apricot', 'spring']","[(201, 240, 183), (249, 249, 197), (176, 160, 160), (189, 175, 167), (255, 210, 181)]","[[232, 105, 151], [247, 120, 153], [171, 134, 130], [185, 132, 134], [223, 140, 148]]","[[171, 134, 130], [185, 132, 134], [223, 140, 148], [232, 105, 151], [247, 120, 153]]"
['drivein'],"[(0, 0, 0), (41, 99, 111), (70, 75, 94), (106, 79, 109), (63, 8, 77)]","[[0, 128, 128], [99, 113, 116], [82, 131, 116], [95, 145, 115], [36, 164, 99]]","[[0, 128, 128], [36, 164, 99], [82, 131, 116], [95, 145, 115], [99, 113, 116]]"
['flirt'],"[(180, 11, 130), (255, 239, 222), (255, 226, 136), (114, 107, 116), (75, 59, 90)]","[[103, 196, 108], [243, 131, 138], [231, 127, 175], [118, 133, 124], [71, 142, 112]]","[[71, 142, 112], [103, 196, 108], [118, 133, 124], [231, 127, 175], [243, 131, 138]]"
['sweetolive'],"[(145, 185, 186), (223, 181, 80), (240, 234, 208), (131, 111, 73), (77, 77, 76)]","[[185, 115, 123], [193, 132, 184], [236, 126, 141], [122, 130, 152], [83, 128, 129]]","[[83, 128, 129], [122, 130, 152], [185, 115, 123], [193, 132, 184], [236, 126, 141]]"
['depression'],"[(98, 145, 197), (119, 156, 219), (109, 124, 180), (140, 104, 150), (150, 122, 163)]","[[150, 127, 96], [163, 132, 92], [135, 137, 97], [125, 151, 108], [141, 147, 110]]","[[125, 151, 108], [135, 137, 97], [141, 147, 110], [150, 127, 96], [163, 132, 92]]"
"['rose', 'gold']","[(255, 139, 20), (255, 193, 130), (242, 137, 169), (131, 13, 60), (96, 3, 26)]","[[177, 166, 200], [210, 143, 168], [176, 172, 129], [71, 177, 133], [47, 167, 143]]","[[47, 167, 143], [71, 177, 133], [176, 172, 129], [177, 166, 200], [210, 143, 168]]"
['wonderland'],"[(38, 39, 75), (144, 151, 255), (216, 158, 208), (101, 92, 124), (61, 43, 90)]","[[44, 139, 105], [168, 151, 75], [184, 158, 111], [105, 139, 111], [56, 148, 103]]","[[44, 139, 105], [56, 148, 103], [105, 139, 111], [168, 151, 75], [184, 158, 111]]"
"['fruit', 'stripe']","[(255, 77, 0), (0, 161, 195), (137, 240, 85), (249, 67, 168), (83, 69, 105)]","[[149, 193, 197], [156, 105, 101], [220, 72, 191], [150, 203, 114], [82, 142, 109]]","[[82, 142, 109], [149, 193, 197], [150, 203, 114], [156, 105, 101], [220, 72, 191]]"
['chariot'],"[(193, 58, 0), (240, 149, 36), (253, 225, 138), (109, 182, 204), (13, 1, 88)]","[[114, 180, 184], [177, 155, 196], [230, 126, 174], [179, 111, 110], [19, 164, 80]]","[[19, 164, 80], [114, 180, 184], [177, 155, 196], [179, 111, 110], [230, 126, 174]]"
"['vintage', 'greens']","[(152, 229, 165), (107, 148, 108), (56, 152, 68), (0, 66, 15), (12, 32, 13)]","[[216, 91, 152], [147, 106, 145], [142, 82, 164], [60, 97, 153], [26, 115, 137]]","[[26, 115, 137], [60, 97, 153], [142, 82, 164], [147, 106, 145], [216, 91, 152]]"
['denim'],"[(73, 73, 96), (104, 119, 150), (148, 152, 154), (90, 95, 111), (20, 22, 39)]","[[81, 134, 115], [127, 130, 109], [160, 127, 126], [103, 130, 118], [20, 133, 116]]","[[20, 133, 116], [81, 134, 115], [103, 130, 118], [127, 130, 109], [160, 127, 126]]"
"['pastel', 'wallpaper']","[(184, 82, 82), (156, 157, 229), (174, 199, 157), (212, 118, 137), (227, 244, 179)]","[[123, 169, 148], [171, 144, 92], [197, 112, 146], [154, 167, 134], [239, 112, 158]]","[[123, 169, 148], [154, 167, 134], [171, 144, 92], [197, 112, 146], [239, 112, 158]]"
['leopard'],"[(244, 135, 0), (229, 207, 140), (255, 255, 255), (163, 115, 25), (0, 0, 0)]","[[171, 163, 201], [213, 126, 164], [255, 128, 128], [133, 139, 181], [0, 128, 128]]","[[0, 128, 128], [133, 139, 181], [171, 163, 201], [213, 126, 164], [255, 128, 128]]"
"['desert', 'sun']","[(240, 198, 70), (225, 168, 111), (237, 242, 154), (193, 98, 2), (36, 16, 16)]","[[208, 130, 195], [186, 142, 165], [238, 113, 170], [132, 161, 188], [18, 138, 132]]","[[18, 138, 132], [132, 161, 188], [186, 142, 165], [208, 130, 195], [238, 113, 170]]"
['kaleidoscope'],"[(41, 52, 107), (255, 158, 38), (186, 193, 229), (171, 11, 59), (0, 150, 116)]","[[60, 142, 94], [187, 156, 199], [200, 133, 109], [93, 188, 147], [141, 86, 137]]","[[60, 142, 94], [93, 188, 147], [141, 86, 137], [187, 156, 199], [200, 133, 109]]"
"['royal', 'flush']","[(36, 6, 54), (139, 0, 189), (227, 223, 135), (140, 116, 165), (59, 5, 90)]","[[18, 153, 104], [93, 199, 65], [223, 117, 172], [134, 147, 105], [36, 167, 90]]","[[18, 153, 104], [36, 167, 90], [93, 199, 65], [134, 147, 105], [223, 117, 172]]"
['galaxy'],"[(0, 58, 101), (0, 144, 133), (255, 255, 255), (150, 0, 136), (0, 0, 0)]","[[60, 129, 98], [137, 93, 125], [255, 128, 128], [88, 192, 94], [0, 128, 128]]","[[0, 128, 128], [60, 129, 98], [88, 192, 94], [137, 93, 125], [255, 128, 128]]"
['suede'],"[(125, 141, 126), (120, 105, 131), (238, 138, 13), (197, 175, 153), (51, 38, 64)]","[[145, 119, 134], [119, 139, 116], [170, 159, 199], [186, 132, 142], [45, 140, 114]]","[[45, 140, 114], [119, 139, 116], [145, 119, 134], [170, 159, 199], [186, 132, 142]]"
['cafe'],"[(109, 102, 102), (180, 173, 173), (238, 218, 181), (133, 91, 91), (54, 35, 35)]","[[112, 131, 129], [182, 130, 129], [224, 129, 149], [110, 145, 135], [41, 137, 132]]","[[41, 137, 132], [110, 145, 135], [112, 131, 129], [182, 130, 129], [224, 129, 149]]"
"['bat', 'cat']","[(240, 219, 94), (186, 175, 126), (7, 1, 32), (24, 17, 69), (0, 0, 0)]","[[222, 121, 190], [182, 124, 155], [4, 136, 112], [23, 149, 96], [0, 128, 128]]","[[0, 128, 128], [4, 136, 112], [23, 149, 96], [182, 124, 155], [222, 121, 190]]"
"['vintage', 'rose']","[(94, 122, 99), (244, 164, 42), (235, 238, 191), (229, 136, 136), (135, 54, 54)]","[[124, 113, 137], [187, 148, 197], [237, 119, 150], [170, 163, 143], [87, 163, 146]]","[[87, 163, 146], [124, 113, 137], [170, 163, 143], [187, 148, 197], [237, 119, 150]]"
"['big', 'fall']","[(225, 181, 77), (189, 95, 44), (114, 33, 33), (12, 80, 90), (16, 16, 41)]","[[193, 133, 185], [130, 162, 173], [67, 163, 148], [78, 112, 116], [15, 136, 111]]","[[15, 136, 111], [67, 163, 148], [78, 112, 116], [130, 162, 173], [193, 133, 185]]"
"['rose', 'bush']","[(251, 231, 201), (249, 166, 183), (81, 13, 37), (48, 71, 53), (4, 32, 29)]","[[236, 130, 145], [195, 161, 132], [42, 161, 131], [71, 115, 136], [26, 116, 127]]","[[26, 116, 127], [42, 161, 131], [71, 115, 136], [195, 161, 132], [236, 130, 145]]"
['cloud'],"[(221, 231, 238), (129, 165, 186), (57, 107, 137), (50, 52, 86), (32, 37, 71)]","[[232, 126, 123], [168, 121, 113], [110, 120, 106], [59, 137, 107], [41, 137, 106]]","[[41, 137, 106], [59, 137, 107], [110, 120, 106], [168, 121, 113], [232, 126, 123]]"
['free'],"[(251, 225, 199), (251, 201, 138), (236, 156, 152), (127, 165, 153), (0, 0, 0)]","[[232, 133, 144], [214, 138, 166], [184, 157, 142], [165, 112, 130], [0, 128, 128]]","[[0, 128, 128], [165, 112, 130], [184, 157, 142], [214, 138, 166], [232, 133, 144]]"
